Fecha;Mes;Canal;Dispositivo;Edad;Género;Visitas;Visitas recurrentes;Pedidos;Precio medio;Número medio artículos;Suscripciones newletter;Suscripciones web
05/02/2021;Febrero;Redes sociales paid;Total;Más de 55;Mujer;38,75;1,875;0,08125;35;2;16,25;8,125
06/02/2021;Febrero;Redes sociales paid;Total;Más de 55;Mujer;43,75;2,5;0,09375;65;2,5;18,5;9,25
07/02/2021;Febrero;Redes sociales paid;Total;Más de 55;Mujer;45;3,125;0,09375;50;3;19,25;9,625
08/02/2021;Febrero;Redes sociales paid;Total;Más de 55;Mujer;41,25;1,875;0,075;45;1,5;17,25;8,625
09/02/2021;Febrero;Redes sociales paid;Total;Más de 55;Mujer;45;3,75;0,1;65;2,5;19,5;9,75
10/02/2021;Febrero;Redes sociales paid;Total;Más de 55;Mujer;43,75;3,125;0,09375;70;4;18,75;9,375
11/02/2021;Febrero;Redes sociales paid;Total;Más de 55;Mujer;42,5;2,5;0,0875;35;2;18;9
12/02/2021;Febrero;Redes sociales paid;Total;Más de 55;Mujer;46,25;3,125;0,08125;45;2,5;19,75;9,875
13/02/2021;Febrero;Redes sociales paid;Total;Más de 55;Mujer;47,5;1,875;0,09375;55;3;19,75;9,875
14/02/2021;Febrero;Redes sociales paid;Total;Más de 55;Mujer;48,75;3,75;0,1;67;1,5;21;10,5
15/02/2021;Febrero;Redes sociales paid;Total;Más de 55;Mujer;47,5;3,125;0,09375;77;2,5;20,25;10,125
16/02/2021;Febrero;Redes sociales paid;Total;Más de 55;Mujer;48,75;3,75;0,0875;40;4;21;10,5
17/02/2021;Febrero;Redes sociales paid;Total;Más de 55;Mujer;50;4,375;0,1;35;2;21,75;10,875
18/02/2021;Febrero;Redes sociales paid;Total;Más de 55;Mujer;51,25;4,375;0,1;36;2,5;22,25;11,125
19/02/2021;Febrero;Redes sociales paid;Total;Más de 55;Mujer;48,75;2,5;0,0875;42;3;20,5;10,25
20/02/2021;Febrero;Redes sociales paid;Total;Más de 55;Mujer;52,5;3,75;0,1;56;1,5;22,5;11,25
21/02/2021;Febrero;Redes sociales paid;Total;Más de 55;Mujer;50;3,125;0,09375;57;2,5;21,25;10,625
22/02/2021;Febrero;Redes sociales paid;Total;Más de 55;Mujer;51,25;3,75;0,0875;35;4;22;11
23/02/2021;Febrero;Redes sociales paid;Total;Más de 55;Mujer;53,75;3,125;0,09375;45;2;22,75;11,375
24/02/2021;Febrero;Redes sociales paid;Total;Más de 55;Mujer;55;3,75;0,1;60;2,5;23,5;11,75
25/02/2021;Febrero;Redes sociales paid;Total;Más de 55;Mujer;56,25;4,375;0,1;70;3;24,25;12,125
26/02/2021;Febrero;Redes sociales paid;Total;Más de 55;Mujer;53,75;3,75;0,0875;45;1,5;23;11,5
27/02/2021;Febrero;Redes sociales paid;Total;Más de 55;Mujer;56,25;4,375;0,09375;46;2,5;24,25;12,125
28/02/2021;Febrero;Redes sociales paid;Total;Más de 55;Mujer;57,5;4,375;0,1;35;4;24,75;12,375
01/01/2021;Enero;Total;Total;18-24;Total;150;45;1,5;40;2,5;78;39
02/01/2021;Enero;Total;Total;18-24;Total;225;30;1,8;35;3;102;51
03/01/2021;Enero;Total;Total;18-24;Total;225;75;1,2;36;1,5;120;60
04/01/2021;Enero;Total;Total;18-24;Total;270;90;1,8;42;2,5;144;72
05/01/2021;Enero;Total;Total;18-24;Total;300;45;1,8;56;4;138;69
06/01/2021;Enero;Total;Total;18-24;Total;300;45;1,8;57;2;138;69
07/01/2021;Enero;Total;Total;18-24;Total;315;60;1,65;35;2,5;150;75
08/01/2021;Enero;Total;Total;18-24;Total;330;75;1,5;45;3;162;81
09/01/2021;Enero;Total;Total;18-24;Total;270;45;1,35;60;1,5;126;63
10/01/2021;Enero;Total;Total;18-24;Total;285;60;1,65;70;2,5;138;69
11/01/2021;Enero;Total;Total;18-24;Total;330;75;1,35;45;4;162;81
12/01/2021;Enero;Total;Total;18-24;Total;300;45;1,5;46;2;138;69
13/01/2021;Enero;Total;Total;18-24;Total;315;60;1,65;35;2,5;150;75
14/01/2021;Enero;Total;Total;18-24;Total;360;75;1,8;65;3;174;87
15/01/2021;Enero;Total;Total;18-24;Total;375;60;1,65;50;1,5;174;87
16/01/2021;Enero;Total;Total;18-24;Total;360;30;1,5;45;2,5;156;78
17/01/2021;Enero;Total;Total;18-24;Total;330;75;1,65;65;4;162;81
18/01/2021;Enero;Total;Total;18-24;Total;390;90;1,8;70;2;192;96
19/01/2021;Enero;Total;Total;18-24;Total;405;60;1,95;35;2,5;186;93
20/01/2021;Enero;Total;Total;18-24;Total;375;45;1,65;45;3;168;84
21/01/2021;Enero;Total;Total;18-24;Total;390;75;1,95;55;1,5;186;93
22/01/2021;Enero;Total;Total;18-24;Total;405;90;2,1;67;2,5;198;99
23/01/2021;Enero;Total;Total;18-24;Total;360;60;1,8;77;4;168;84
24/01/2021;Enero;Total;Total;18-24;Total;345;45;1,5;40;2;156;78
25/01/2021;Enero;Total;Total;18-24;Total;420;60;1,65;35;2,5;192;96
26/01/2021;Enero;Total;Total;18-24;Total;435;90;1,35;36;3;210;105
27/01/2021;Enero;Total;Total;18-24;Total;450;75;2,1;42;1,5;210;105
28/01/2021;Enero;Total;Total;18-24;Total;465;90;2,25;56;2,5;222;111
29/01/2021;Enero;Total;Total;18-24;Total;435;60;2,1;57;4;198;99
30/01/2021;Enero;Total;Total;18-24;Total;420;30;1,8;35;2;180;90
31/01/2021;Enero;Total;Total;18-24;Total;442,5;60;1,95;45;2,5;201;100,5
01/02/2021;Febrero;Total;Total;18-24;Total;480;90;2,25;60;3;228;114
02/02/2021;Febrero;Total;Total;18-24;Total;495;60;1,95;70;1,5;222;111
03/02/2021;Febrero;Total;Total;18-24;Total;465;60;1,8;45;2,5;210;105
04/02/2021;Febrero;Total;Total;18-24;Total;480;75;2,1;46;4;222;111
05/02/2021;Febrero;Total;Total;18-24;Total;465;45;1,95;35;2;204;102
06/02/2021;Febrero;Total;Total;18-24;Total;525;60;2,25;65;2,5;234;117
07/02/2021;Febrero;Total;Total;18-24;Total;540;75;2,25;50;3;246;123
08/02/2021;Febrero;Total;Total;18-24;Total;495;45;1,8;45;1,5;216;108
09/02/2021;Febrero;Total;Total;18-24;Total;540;90;2,4;65;2,5;252;126
10/02/2021;Febrero;Total;Total;18-24;Total;525;75;2,25;70;4;240;120
11/02/2021;Febrero;Total;Total;18-24;Total;510;60;2,1;35;2;228;114
12/02/2021;Febrero;Total;Total;18-24;Total;555;75;1,95;45;2,5;252;126
13/02/2021;Febrero;Total;Total;18-24;Total;570;45;2,25;55;3;246;123
14/02/2021;Febrero;Total;Total;18-24;Total;585;90;2,4;67;1,5;270;135
15/02/2021;Febrero;Total;Total;18-24;Total;570;75;2,25;77;2,5;258;129
16/02/2021;Febrero;Total;Total;18-24;Total;585;90;2,1;40;4;270;135
17/02/2021;Febrero;Total;Total;18-24;Total;600;105;2,4;35;2;282;141
18/02/2021;Febrero;Total;Total;18-24;Total;615;105;2,4;36;2,5;288;144
19/02/2021;Febrero;Total;Total;18-24;Total;585;60;2,1;42;3;258;129
20/02/2021;Febrero;Total;Total;18-24;Total;630;90;2,4;56;1,5;288;144
21/02/2021;Febrero;Total;Total;18-24;Total;600;75;2,25;57;2,5;270;135
22/02/2021;Febrero;Total;Total;18-24;Total;615;90;2,1;35;4;282;141
23/02/2021;Febrero;Total;Total;18-24;Total;645;75;2,25;45;2;288;144
24/02/2021;Febrero;Total;Total;18-24;Total;660;90;2,4;60;2,5;300;150
25/02/2021;Febrero;Total;Total;18-24;Total;675;105;2,4;70;3;312;156
26/02/2021;Febrero;Total;Total;18-24;Total;645;90;2,1;45;1,5;294;147
27/02/2021;Febrero;Total;Total;18-24;Total;675;105;2,25;46;2,5;312;156
28/02/2021;Febrero;Total;Total;18-24;Total;690;105;2,4;35;4;318;159
01/01/2021;Enero;Total;Total;25-35;Total;200;60;2;40;2,5;104;52
02/01/2021;Enero;Total;Total;25-35;Total;300;40;2,4;35;3;136;68
03/01/2021;Enero;Total;Total;25-35;Total;300;100;1,6;36;1,5;160;80
04/01/2021;Enero;Total;Total;25-35;Total;360;120;2,4;42;2,5;192;96
05/01/2021;Enero;Total;Total;25-35;Total;400;60;2,4;56;4;184;92
06/01/2021;Enero;Total;Total;25-35;Total;400;60;2,4;57;2;184;92
07/01/2021;Enero;Total;Total;25-35;Total;420;80;2,2;35;2,5;200;100
08/01/2021;Enero;Total;Total;25-35;Total;440;100;2;45;3;216;108
09/01/2021;Enero;Total;Total;25-35;Total;360;60;1,8;60;1,5;168;84
10/01/2021;Enero;Total;Total;25-35;Total;380;80;2,2;70;2,5;184;92
11/01/2021;Enero;Total;Total;25-35;Total;440;100;1,8;45;4;216;108
12/01/2021;Enero;Total;Total;25-35;Total;400;60;2;46;2;184;92
13/01/2021;Enero;Total;Total;25-35;Total;420;80;2,2;35;2,5;200;100
14/01/2021;Enero;Total;Total;25-35;Total;480;100;2,4;65;3;232;116
15/01/2021;Enero;Total;Total;25-35;Total;500;80;2,2;50;1,5;232;116
16/01/2021;Enero;Total;Total;25-35;Total;480;40;2;45;2,5;208;104
17/01/2021;Enero;Total;Total;25-35;Total;440;100;2,2;65;4;216;108
18/01/2021;Enero;Total;Total;25-35;Total;520;120;2,4;70;2;256;128
19/01/2021;Enero;Total;Total;25-35;Total;540;80;2,6;35;2,5;248;124
20/01/2021;Enero;Total;Total;25-35;Total;500;60;2,2;45;3;224;112
21/01/2021;Enero;Total;Total;25-35;Total;520;100;2,6;55;1,5;248;124
22/01/2021;Enero;Total;Total;25-35;Total;540;120;2,8;67;2,5;264;132
23/01/2021;Enero;Total;Total;25-35;Total;480;80;2,4;77;4;224;112
24/01/2021;Enero;Total;Total;25-35;Total;460;60;2;40;2;208;104
25/01/2021;Enero;Total;Total;25-35;Total;560;80;2,2;35;2,5;256;128
26/01/2021;Enero;Total;Total;25-35;Total;580;120;1,8;36;3;280;140
27/01/2021;Enero;Total;Total;25-35;Total;600;100;2,8;42;1,5;280;140
28/01/2021;Enero;Total;Total;25-35;Total;620;120;3;56;2,5;296;148
29/01/2021;Enero;Total;Total;25-35;Total;580;80;2,8;57;4;264;132
30/01/2021;Enero;Total;Total;25-35;Total;560;40;2,4;35;2;240;120
31/01/2021;Enero;Total;Total;25-35;Total;590;80;2,6;45;2,5;268;134
01/02/2021;Febrero;Total;Total;25-35;Total;640;120;3;60;3;304;152
02/02/2021;Febrero;Total;Total;25-35;Total;660;80;2,6;70;1,5;296;148
03/02/2021;Febrero;Total;Total;25-35;Total;620;80;2,4;45;2,5;280;140
04/02/2021;Febrero;Total;Total;25-35;Total;640;100;2,8;46;4;296;148
05/02/2021;Febrero;Total;Total;25-35;Total;620;60;2,6;35;2;272;136
06/02/2021;Febrero;Total;Total;25-35;Total;700;80;3;65;2,5;312;156
07/02/2021;Febrero;Total;Total;25-35;Total;720;100;3;50;3;328;164
08/02/2021;Febrero;Total;Total;25-35;Total;660;60;2,4;45;1,5;288;144
09/02/2021;Febrero;Total;Total;25-35;Total;720;120;3,2;65;2,5;336;168
10/02/2021;Febrero;Total;Total;25-35;Total;700;100;3;70;4;320;160
11/02/2021;Febrero;Total;Total;25-35;Total;680;80;2,8;35;2;304;152
12/02/2021;Febrero;Total;Total;25-35;Total;740;100;2,6;45;2,5;336;168
13/02/2021;Febrero;Total;Total;25-35;Total;760;60;3;55;3;328;164
14/02/2021;Febrero;Total;Total;25-35;Total;780;120;3,2;67;1,5;360;180
15/02/2021;Febrero;Total;Total;25-35;Total;760;100;3;77;2,5;344;172
16/02/2021;Febrero;Total;Total;25-35;Total;780;120;2,8;40;4;360;180
17/02/2021;Febrero;Total;Total;25-35;Total;800;140;3,2;35;2;376;188
18/02/2021;Febrero;Total;Total;25-35;Total;820;140;3,2;36;2,5;384;192
19/02/2021;Febrero;Total;Total;25-35;Total;780;80;2,8;42;3;344;172
20/02/2021;Febrero;Total;Total;25-35;Total;840;120;3,2;56;1,5;384;192
21/02/2021;Febrero;Total;Total;25-35;Total;800;100;3;57;2,5;360;180
22/02/2021;Febrero;Total;Total;25-35;Total;820;120;2,8;35;4;376;188
23/02/2021;Febrero;Total;Total;25-35;Total;860;100;3;45;2;384;192
24/02/2021;Febrero;Total;Total;25-35;Total;880;120;3,2;60;2,5;400;200
25/02/2021;Febrero;Total;Total;25-35;Total;900;140;3,2;70;3;416;208
26/02/2021;Febrero;Total;Total;25-35;Total;860;120;2,8;45;1,5;392;196
27/02/2021;Febrero;Total;Total;25-35;Total;900;140;3;46;2,5;416;208
28/02/2021;Febrero;Total;Total;25-35;Total;920;140;3,2;35;4;424;212
01/01/2021;Enero;Total;Total;36-55;Total;400;120;4;40;2,5;208;104
02/01/2021;Enero;Total;Total;36-55;Total;600;80;4,8;35;3;272;136
03/01/2021;Enero;Total;Total;36-55;Total;600;200;3,2;36;1,5;320;160
04/01/2021;Enero;Total;Total;36-55;Total;720;240;4,8;42;2,5;384;192
05/01/2021;Enero;Total;Total;36-55;Total;800;120;4,8;56;4;368;184
06/01/2021;Enero;Total;Total;36-55;Total;800;120;4,8;57;2;368;184
07/01/2021;Enero;Total;Total;36-55;Total;840;160;4,4;35;2,5;400;200
08/01/2021;Enero;Total;Total;36-55;Total;880;200;4;45;3;432;216
09/01/2021;Enero;Total;Total;36-55;Total;720;120;3,6;60;1,5;336;168
10/01/2021;Enero;Total;Total;36-55;Total;760;160;4,4;70;2,5;368;184
11/01/2021;Enero;Total;Total;36-55;Total;880;200;3,6;45;4;432;216
12/01/2021;Enero;Total;Total;36-55;Total;800;120;4;46;2;368;184
13/01/2021;Enero;Total;Total;36-55;Total;840;160;4,4;35;2,5;400;200
14/01/2021;Enero;Total;Total;36-55;Total;960;200;4,8;65;3;464;232
15/01/2021;Enero;Total;Total;36-55;Total;1000;160;4,4;50;1,5;464;232
16/01/2021;Enero;Total;Total;36-55;Total;960;80;4;45;2,5;416;208
17/01/2021;Enero;Total;Total;36-55;Total;880;200;4,4;65;4;432;216
18/01/2021;Enero;Total;Total;36-55;Total;1040;240;4,8;70;2;512;256
19/01/2021;Enero;Total;Total;36-55;Total;1080;160;5,2;35;2,5;496;248
20/01/2021;Enero;Total;Total;36-55;Total;1000;120;4,4;45;3;448;224
21/01/2021;Enero;Total;Total;36-55;Total;1040;200;5,2;55;1,5;496;248
22/01/2021;Enero;Total;Total;36-55;Total;1080;240;5,6;67;2,5;528;264
23/01/2021;Enero;Total;Total;36-55;Total;960;160;4,8;77;4;448;224
24/01/2021;Enero;Total;Total;36-55;Total;920;120;4;40;2;416;208
25/01/2021;Enero;Total;Total;36-55;Total;1120;160;4,4;35;2,5;512;256
26/01/2021;Enero;Total;Total;36-55;Total;1160;240;3,6;36;3;560;280
27/01/2021;Enero;Total;Total;36-55;Total;1200;200;5,6;42;1,5;560;280
28/01/2021;Enero;Total;Total;36-55;Total;1240;240;6;56;2,5;592;296
29/01/2021;Enero;Total;Total;36-55;Total;1160;160;5,6;57;4;528;264
30/01/2021;Enero;Total;Total;36-55;Total;1120;80;4,8;35;2;480;240
31/01/2021;Enero;Total;Total;36-55;Total;1180;160;5,2;45;2,5;536;268
01/02/2021;Febrero;Total;Total;36-55;Total;1280;240;6;60;3;608;304
02/02/2021;Febrero;Total;Total;36-55;Total;1320;160;5,2;70;1,5;592;296
03/02/2021;Febrero;Total;Total;36-55;Total;1240;160;4,8;45;2,5;560;280
04/02/2021;Febrero;Total;Total;36-55;Total;1280;200;5,6;46;4;592;296
05/02/2021;Febrero;Total;Total;36-55;Total;1240;120;5,2;35;2;544;272
06/02/2021;Febrero;Total;Total;36-55;Total;1400;160;6;65;2,5;624;312
07/02/2021;Febrero;Total;Total;36-55;Total;1440;200;6;50;3;656;328
08/02/2021;Febrero;Total;Total;36-55;Total;1320;120;4,8;45;1,5;576;288
09/02/2021;Febrero;Total;Total;36-55;Total;1440;240;6,4;65;2,5;672;336
10/02/2021;Febrero;Total;Total;36-55;Total;1400;200;6;70;4;640;320
11/02/2021;Febrero;Total;Total;36-55;Total;1360;160;5,6;35;2;608;304
12/02/2021;Febrero;Total;Total;36-55;Total;1480;200;5,2;45;2,5;672;336
13/02/2021;Febrero;Total;Total;36-55;Total;1520;120;6;55;3;656;328
14/02/2021;Febrero;Total;Total;36-55;Total;1560;240;6,4;67;1,5;720;360
15/02/2021;Febrero;Total;Total;36-55;Total;1520;200;6;77;2,5;688;344
16/02/2021;Febrero;Total;Total;36-55;Total;1560;240;5,6;40;4;720;360
17/02/2021;Febrero;Total;Total;36-55;Total;1600;280;6,4;35;2;752;376
18/02/2021;Febrero;Total;Total;36-55;Total;1640;280;6,4;36;2,5;768;384
19/02/2021;Febrero;Total;Total;36-55;Total;1560;160;5,6;42;3;688;344
20/02/2021;Febrero;Total;Total;36-55;Total;1680;240;6,4;56;1,5;768;384
21/02/2021;Febrero;Total;Total;36-55;Total;1600;200;6;57;2,5;720;360
22/02/2021;Febrero;Total;Total;36-55;Total;1640;240;5,6;35;4;752;376
23/02/2021;Febrero;Total;Total;36-55;Total;1720;200;6;45;2;768;384
24/02/2021;Febrero;Total;Total;36-55;Total;1760;240;6,4;60;2,5;800;400
25/02/2021;Febrero;Total;Total;36-55;Total;1800;280;6,4;70;3;832;416
26/02/2021;Febrero;Total;Total;36-55;Total;1720;240;5,6;45;1,5;784;392
27/02/2021;Febrero;Total;Total;36-55;Total;1800;280;6;46;2,5;832;416
28/02/2021;Febrero;Total;Total;36-55;Total;1840;280;6,4;35;4;848;424
01/01/2021;Enero;Total;Total;Más de 55;Total;250;75;2,5;40;2,5;130;65
02/01/2021;Enero;Total;Total;Más de 55;Total;375;50;3;35;3;170;85
03/01/2021;Enero;Total;Total;Más de 55;Total;375;125;2;36;1,5;200;100
04/01/2021;Enero;Total;Total;Más de 55;Total;450;150;3;42;2,5;240;120
05/01/2021;Enero;Total;Total;Más de 55;Total;500;75;3;56;4;230;115
06/01/2021;Enero;Total;Total;Más de 55;Total;500;75;3;57;2;230;115
07/01/2021;Enero;Total;Total;Más de 55;Total;525;100;2,75;35;2,5;250;125
08/01/2021;Enero;Total;Total;Más de 55;Total;550;125;2,5;45;3;270;135
09/01/2021;Enero;Total;Total;Más de 55;Total;450;75;2,25;60;1,5;210;105
10/01/2021;Enero;Total;Total;Más de 55;Total;475;100;2,75;70;2,5;230;115
11/01/2021;Enero;Total;Total;Más de 55;Total;550;125;2,25;45;4;270;135
12/01/2021;Enero;Total;Total;Más de 55;Total;500;75;2,5;46;2;230;115
13/01/2021;Enero;Total;Total;Más de 55;Total;525;100;2,75;35;2,5;250;125
14/01/2021;Enero;Total;Total;Más de 55;Total;600;125;3;65;3;290;145
15/01/2021;Enero;Total;Total;Más de 55;Total;625;100;2,75;50;1,5;290;145
16/01/2021;Enero;Total;Total;Más de 55;Total;600;50;2,5;45;2,5;260;130
17/01/2021;Enero;Total;Total;Más de 55;Total;550;125;2,75;65;4;270;135
18/01/2021;Enero;Total;Total;Más de 55;Total;650;150;3;70;2;320;160
19/01/2021;Enero;Total;Total;Más de 55;Total;675;100;3,25;35;2,5;310;155
20/01/2021;Enero;Total;Total;Más de 55;Total;625;75;2,75;45;3;280;140
21/01/2021;Enero;Total;Total;Más de 55;Total;650;125;3,25;55;1,5;310;155
22/01/2021;Enero;Total;Total;Más de 55;Total;675;150;3,5;67;2,5;330;165
23/01/2021;Enero;Total;Total;Más de 55;Total;600;100;3;77;4;280;140
24/01/2021;Enero;Total;Total;Más de 55;Total;575;75;2,5;40;2;260;130
25/01/2021;Enero;Total;Total;Más de 55;Total;700;100;2,75;35;2,5;320;160
26/01/2021;Enero;Total;Total;Más de 55;Total;725;150;2,25;36;3;350;175
27/01/2021;Enero;Total;Total;Más de 55;Total;750;125;3,5;42;1,5;350;175
28/01/2021;Enero;Total;Total;Más de 55;Total;775;150;3,75;56;2,5;370;185
29/01/2021;Enero;Total;Total;Más de 55;Total;725;100;3,5;57;4;330;165
30/01/2021;Enero;Total;Total;Más de 55;Total;700;50;3;35;2;300;150
31/01/2021;Enero;Total;Total;Más de 55;Total;737,5;100;3,25;45;2,5;335;167,5
01/02/2021;Febrero;Total;Total;Más de 55;Total;800;150;3,75;60;3;380;190
02/02/2021;Febrero;Total;Total;Más de 55;Total;825;100;3,25;70;1,5;370;185
03/02/2021;Febrero;Total;Total;Más de 55;Total;775;100;3;45;2,5;350;175
04/02/2021;Febrero;Total;Total;Más de 55;Total;800;125;3,5;46;4;370;185
05/02/2021;Febrero;Total;Total;Más de 55;Total;775;75;3,25;35;2;340;170
06/02/2021;Febrero;Total;Total;Más de 55;Total;875;100;3,75;65;2,5;390;195
07/02/2021;Febrero;Total;Total;Más de 55;Total;900;125;3,75;50;3;410;205
08/02/2021;Febrero;Total;Total;Más de 55;Total;825;75;3;45;1,5;360;180
09/02/2021;Febrero;Total;Total;Más de 55;Total;900;150;4;65;2,5;420;210
10/02/2021;Febrero;Total;Total;Más de 55;Total;875;125;3,75;70;4;400;200
11/02/2021;Febrero;Total;Total;Más de 55;Total;850;100;3,5;35;2;380;190
12/02/2021;Febrero;Total;Total;Más de 55;Total;925;125;3,25;45;2,5;420;210
13/02/2021;Febrero;Total;Total;Más de 55;Total;950;75;3,75;55;3;410;205
14/02/2021;Febrero;Total;Total;Más de 55;Total;975;150;4;67;1,5;450;225
15/02/2021;Febrero;Total;Total;Más de 55;Total;950;125;3,75;77;2,5;430;215
16/02/2021;Febrero;Total;Total;Más de 55;Total;975;150;3,5;40;4;450;225
17/02/2021;Febrero;Total;Total;Más de 55;Total;1000;175;4;35;2;470;235
18/02/2021;Febrero;Total;Total;Más de 55;Total;1025;175;4;36;2,5;480;240
19/02/2021;Febrero;Total;Total;Más de 55;Total;975;100;3,5;42;3;430;215
20/02/2021;Febrero;Total;Total;Más de 55;Total;1050;150;4;56;1,5;480;240
21/02/2021;Febrero;Total;Total;Más de 55;Total;1000;125;3,75;57;2,5;450;225
22/02/2021;Febrero;Total;Total;Más de 55;Total;1025;150;3,5;35;4;470;235
23/02/2021;Febrero;Total;Total;Más de 55;Total;1075;125;3,75;45;2;480;240
24/02/2021;Febrero;Total;Total;Más de 55;Total;1100;150;4;60;2,5;500;250
25/02/2021;Febrero;Total;Total;Más de 55;Total;1125;175;4;70;3;520;260
26/02/2021;Febrero;Total;Total;Más de 55;Total;1075;150;3,5;45;1,5;490;245
27/02/2021;Febrero;Total;Total;Más de 55;Total;1125;175;3,75;46;2,5;520;260
28/02/2021;Febrero;Total;Total;Más de 55;Total;1150;175;4;35;4;530;265
01/01/2021;Enero;Google ads;Total;18-24;Total;75;22,5;0,75;40;2,5;39;19,5
02/01/2021;Enero;Google ads;Total;18-24;Total;112,5;15;0,9;35;3;51;25,5
03/01/2021;Enero;Google ads;Total;18-24;Total;112,5;37,5;0,6;36;1,5;60;30
04/01/2021;Enero;Google ads;Total;18-24;Total;135;45;0,9;42;2,5;72;36
05/01/2021;Enero;Google ads;Total;18-24;Total;150;22,5;0,9;56;4;69;34,5
06/01/2021;Enero;Google ads;Total;18-24;Total;150;22,5;0,9;57;2;69;34,5
07/01/2021;Enero;Google ads;Total;18-24;Total;157,5;30;0,825;35;2,5;75;37,5
08/01/2021;Enero;Google ads;Total;18-24;Total;165;37,5;0,75;45;3;81;40,5
09/01/2021;Enero;Google ads;Total;18-24;Total;135;22,5;0,675;60;1,5;63;31,5
10/01/2021;Enero;Google ads;Total;18-24;Total;142,5;30;0,825;70;2,5;69;34,5
11/01/2021;Enero;Google ads;Total;18-24;Total;165;37,5;0,675;45;4;81;40,5
12/01/2021;Enero;Google ads;Total;18-24;Total;150;22,5;0,75;46;2;69;34,5
13/01/2021;Enero;Google ads;Total;18-24;Total;157,5;30;0,825;35;2,5;75;37,5
14/01/2021;Enero;Google ads;Total;18-24;Total;180;37,5;0,9;65;3;87;43,5
15/01/2021;Enero;Google ads;Total;18-24;Total;187,5;30;0,825;50;1,5;87;43,5
16/01/2021;Enero;Google ads;Total;18-24;Total;180;15;0,75;45;2,5;78;39
17/01/2021;Enero;Google ads;Total;18-24;Total;165;37,5;0,825;65;4;81;40,5
18/01/2021;Enero;Google ads;Total;18-24;Total;195;45;0,9;70;2;96;48
19/01/2021;Enero;Google ads;Total;18-24;Total;202,5;30;0,975;35;2,5;93;46,5
20/01/2021;Enero;Google ads;Total;18-24;Total;187,5;22,5;0,825;45;3;84;42
21/01/2021;Enero;Google ads;Total;18-24;Total;195;37,5;0,975;55;1,5;93;46,5
22/01/2021;Enero;Google ads;Total;18-24;Total;202,5;45;1,05;67;2,5;99;49,5
23/01/2021;Enero;Google ads;Total;18-24;Total;180;30;0,9;77;4;84;42
24/01/2021;Enero;Google ads;Total;18-24;Total;172,5;22,5;0,75;40;2;78;39
25/01/2021;Enero;Google ads;Total;18-24;Total;210;30;0,825;35;2,5;96;48
26/01/2021;Enero;Google ads;Total;18-24;Total;217,5;45;0,675;36;3;105;52,5
27/01/2021;Enero;Google ads;Total;18-24;Total;225;37,5;1,05;42;1,5;105;52,5
28/01/2021;Enero;Google ads;Total;18-24;Total;232,5;45;1,125;56;2,5;111;55,5
29/01/2021;Enero;Google ads;Total;18-24;Total;217,5;30;1,05;57;4;99;49,5
30/01/2021;Enero;Google ads;Total;18-24;Total;210;15;0,9;35;2;90;45
31/01/2021;Enero;Google ads;Total;18-24;Total;221,25;30;0,975;45;2,5;100,5;50,25
01/02/2021;Febrero;Google ads;Total;18-24;Total;240;45;1,125;60;3;114;57
02/02/2021;Febrero;Google ads;Total;18-24;Total;247,5;30;0,975;70;1,5;111;55,5
03/02/2021;Febrero;Google ads;Total;18-24;Total;232,5;30;0,9;45;2,5;105;52,5
04/02/2021;Febrero;Google ads;Total;18-24;Total;240;37,5;1,05;46;4;111;55,5
05/02/2021;Febrero;Google ads;Total;18-24;Total;232,5;22,5;0,975;35;2;102;51
06/02/2021;Febrero;Google ads;Total;18-24;Total;262,5;30;1,125;65;2,5;117;58,5
07/02/2021;Febrero;Google ads;Total;18-24;Total;270;37,5;1,125;50;3;123;61,5
08/02/2021;Febrero;Google ads;Total;18-24;Total;247,5;22,5;0,9;45;1,5;108;54
09/02/2021;Febrero;Google ads;Total;18-24;Total;270;45;1,2;65;2,5;126;63
10/02/2021;Febrero;Google ads;Total;18-24;Total;262,5;37,5;1,125;70;4;120;60
11/02/2021;Febrero;Google ads;Total;18-24;Total;255;30;1,05;35;2;114;57
12/02/2021;Febrero;Google ads;Total;18-24;Total;277,5;37,5;0,975;45;2,5;126;63
13/02/2021;Febrero;Google ads;Total;18-24;Total;285;22,5;1,125;55;3;123;61,5
14/02/2021;Febrero;Google ads;Total;18-24;Total;292,5;45;1,2;67;1,5;135;67,5
15/02/2021;Febrero;Google ads;Total;18-24;Total;285;37,5;1,125;77;2,5;129;64,5
16/02/2021;Febrero;Google ads;Total;18-24;Total;292,5;45;1,05;40;4;135;67,5
17/02/2021;Febrero;Google ads;Total;18-24;Total;300;52,5;1,2;35;2;141;70,5
18/02/2021;Febrero;Google ads;Total;18-24;Total;307,5;52,5;1,2;36;2,5;144;72
19/02/2021;Febrero;Google ads;Total;18-24;Total;292,5;30;1,05;42;3;129;64,5
20/02/2021;Febrero;Google ads;Total;18-24;Total;315;45;1,2;56;1,5;144;72
21/02/2021;Febrero;Google ads;Total;18-24;Total;300;37,5;1,125;57;2,5;135;67,5
22/02/2021;Febrero;Google ads;Total;18-24;Total;307,5;45;1,05;35;4;141;70,5
23/02/2021;Febrero;Google ads;Total;18-24;Total;322,5;37,5;1,125;45;2;144;72
24/02/2021;Febrero;Google ads;Total;18-24;Total;330;45;1,2;60;2,5;150;75
25/02/2021;Febrero;Google ads;Total;18-24;Total;337,5;52,5;1,2;70;3;156;78
